disasterNumber,fipsStateCode,fipsCountyCode,incidentBeginDate,incidentEndDate,declarationDate,incidentType,designatedIncidentTypes,declarationType,iaProgramDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,is_statewide
1320,21,069,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1320,21,089,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1320,21,097,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,115,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,127,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,135,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1320,21,161,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,0,1,False
1320,21,181,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1320,21,185,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,191,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,0,0,1,1,False
1320,21,201,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,0,1,False
1320,21,205,2000-02-18,2000-03-02,2000-02-28,Severe Storm,F,DR,1,0,1,1,False
1321,39,001,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,053,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,079,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,087,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,105,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,131,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1321,39,145,2000-02-18,2000-03-02,2000-03-07,Severe Storm,F,DR,1,0,0,1,False
1319,54,001,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,007,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,011,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,013,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,017,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,021,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,033,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,035,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,039,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,041,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,043,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,049,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,053,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,061,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,075,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,0,0,1,1,False
1319,54,077,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,079,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,083,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,085,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,087,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,091,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,093,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,095,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,097,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,103,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
1319,54,105,2000-02-18,2000-02-22,2000-02-28,Flood,"M,W",DR,1,0,1,1,False
2292,29,029,2000-03-07,2000-03-11,2000-03-09,Fire,,FM,0,0,1,0,False
1322,01,073,2000-03-10,2000-03-11,2000-03-17,Severe Storm,F,DR,1,0,0,1,False
1322,01,125,2000-03-10,2000-03-11,2000-03-17,Severe Storm,F,DR,1,0,0,1,False
2293,15,001,2000-03-20,2000-03-23,2000-03-20,Fire,,FM,0,0,1,0,False
1326,23,001,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,003,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,007,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,011,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,017,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,021,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,025,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1326,23,029,2000-03-28,2000-04-26,2000-04-28,Severe Storm,F,DR,0,0,1,1,False
1323,48,439,2000-03-28,2000-03-29,2000-04-07,Tornado,"W,F",DR,1,0,1,1,False
1334,38,000,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,0,0,0,1,True
1334,38,000,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,True
1334,38,000,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,True
1334,38,003,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,005,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,005,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,009,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,013,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,015,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,017,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,019,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,021,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,027,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,029,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,031,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,035,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,039,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,043,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,045,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,047,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1334,38,049,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,051,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,055,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,059,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,061,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,063,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,065,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1334,38,067,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,069,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,071,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,073,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,075,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,077,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,079,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,081,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,083,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,091,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,093,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,095,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,097,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,099,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
1334,38,101,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,0,0,False
1334,38,103,2000-04-05,2000-08-12,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
2294,12,021,2000-04-11,,2000-04-11,Fire,,FM,0,0,1,0,False
2295,35,053,2000-04-18,2000-04-30,2000-04-20,Fire,,FM,0,0,1,0,False
2295,35,061,2000-04-18,2000-04-30,2000-04-20,Fire,,FM,0,0,1,0,False
1330,46,033,2000-04-18,2000-04-20,2000-05-19,Severe Storm,"M,F",DR,0,0,1,1,False
1330,46,047,2000-04-18,2000-04-20,2000-05-19,Severe Storm,"M,F",DR,0,0,1,1,False
1330,46,071,2000-04-18,2000-04-20,2000-05-19,Severe Storm,"M,F",DR,0,0,1,1,False
1330,46,103,2000-04-18,2000-04-20,2000-05-19,Severe Storm,"M,F",DR,0,0,1,1,False
1330,46,113,2000-04-18,2000-04-20,2000-05-19,Severe Storm,"M,F",DR,0,0,1,1,False
1327,20,037,2000-04-19,2000-04-20,2000-05-03,Severe Storm,T,DR,1,0,0,1,False
1327,20,099,2000-04-19,2000-04-20,2000-05-03,Severe Storm,T,DR,1,0,1,1,False
1327,20,133,2000-04-19,2000-04-20,2000-05-03,Severe Storm,T,DR,1,0,1,1,False
1335,36,001,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,003,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,009,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,017,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,021,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,027,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,029,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,031,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,039,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,043,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,049,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,051,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,053,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,057,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,063,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,065,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,067,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,073,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,077,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,083,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,093,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,095,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,101,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,0,False
1335,36,105,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,107,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,109,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,111,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1335,36,123,2000-05-03,2000-08-12,2000-07-21,Severe Storm,F,DR,0,0,1,1,False
1329,35,001,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,001,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,003,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,005,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,005,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,006,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,006,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,007,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,009,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,011,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,011,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,013,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,013,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,015,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,015,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,017,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,019,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,019,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,021,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,023,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,025,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,027,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,027,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,028,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,1,1,False
3154,35,028,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,029,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,031,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,031,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,033,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,033,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,035,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,1,0,False
3154,35,035,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,037,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,039,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,039,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,041,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,043,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,043,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,045,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,045,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,047,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,047,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,049,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,049,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,051,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,051,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,053,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,0,False
3154,35,053,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,055,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,055,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1329,35,057,2000-05-05,2000-06-09,2000-05-13,Fire,,DR,1,0,0,1,False
3154,35,057,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,059,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
3154,35,061,2000-05-05,2000-07-07,2000-05-10,Fire,,EM,0,0,1,0,False
1328,29,055,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,071,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,1,1,False
1328,29,073,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,1,1,False
1328,29,099,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,1,1,False
1328,29,183,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,186,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,187,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,189,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,219,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
1328,29,221,2000-05-06,2000-05-07,2000-05-12,Flood,,DR,1,0,0,1,False
2296,35,027,2000-05-07,2000-06-30,2000-05-08,Fire,,FM,0,0,1,0,False
2297,35,035,2000-05-11,2000-06-19,2000-05-14,Fire,,FM,0,0,1,0,False
2298,12,115,2000-05-15,,2000-05-16,Fire,,FM,0,0,1,0,False
1333,27,000,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,True
1333,27,005,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,023,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,0,1,False
1333,27,027,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,029,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,0,False
1333,27,037,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,039,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,1,False
1333,27,043,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,1,False
1333,27,045,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,047,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,1,False
1333,27,055,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,087,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,099,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,107,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,1,False
1333,27,123,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,1,False
1333,27,135,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,0,False
1333,27,169,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,0,0,1,1,False
1333,27,173,2000-05-17,2000-07-26,2000-06-27,Severe Storm,F,DR,1,0,1,0,False
2299,12,017,2000-05-19,,2000-05-19,Fire,,FM,0,0,1,0,False
2299,12,053,2000-05-19,,2000-05-19,Fire,,FM,0,0,1,0,False
2299,12,069,2000-05-19,,2000-05-19,Fire,,FM,0,0,1,0,False
2299,12,101,2000-05-19,,2000-05-19,Fire,,FM,0,0,1,0,False
2299,12,119,2000-05-19,,2000-05-19,Fire,,FM,0,0,1,0,False
2300,12,057,2000-05-22,,2000-05-20,Fire,,FM,0,0,1,0,False
2300,12,103,2000-05-22,,2000-05-20,Fire,,FM,0,0,1,0,False
2300,12,105,2000-05-22,,2000-05-20,Fire,,FM,0,0,1,0,False
3155,36,001,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,003,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,005,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,007,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,009,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,011,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,013,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,015,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,017,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,019,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,021,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,023,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,025,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,027,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,029,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,031,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,033,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,035,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,037,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,039,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,041,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,043,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,045,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,047,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,049,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,051,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,053,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,055,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,057,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,059,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,061,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,063,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,065,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,067,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,069,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,071,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,073,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,075,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,077,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,079,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,081,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,083,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,085,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,087,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,089,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,091,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,093,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,095,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,097,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,099,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,103,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,105,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,107,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,109,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,111,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,113,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
3155,36,115,2000-05-22,2000-11-01,2000-10-11,Other,,EM,0,0,1,0,False
